sentiment	text
negatif	propreté de la salle de bain moisissure au plafond,sur le rideau de douche.
negatif	sèche-cheveux grillé.
negatif	les manoeuvres sont compliquées mais on ne peut pas avoir un parking en centre ville sans aucune contrainte.
negatif	un peu vieillot
negatif	on entends les automobilistes ainsi que les occupants des chambres.
negatif	points négatifs: + de pression d’eau dans les toilettes que l’eau chaude dans la douche, sdb vraiment pas pratique, les toilettes sont collées à la porte de la sdb… sdb en très mauvais état… pas hygiénique..
negatif	la chaleur de la chambre!!!
negatif	l'hôtel a cependant adapté ses fenetres pour permettre de réduire le bruit!
negatif	pas de penderie suffisante dans la chambre et manque de place dans la salle de bain pour poser les affaires de toilette
negatif	très bruyant toute la nuit (fêtard sur le port) salle de bain très petite.
negatif	bruyant
negatif	l accueil, équipement minimum, le petit déjeuner pain de la veille et croissants mous petit carré de beurre et confiture pas de serviettes pas de soucoupe.
negatif	en période de forte chaleur nous avons manqué d’un petit frigo dans la chambre pour mettre des boissons au frais.
negatif	prix de la chambre trop élevé par rapport à sa configuration.
negatif	l'amabilité du personnel, le bruit devant l'hôtel la nuit
negatif	la chambre n’est pas à la hauteur du prix…
negatif	le petit déjeuner
negatif	tout a été parfait
negatif	bruit et chaleur
negatif	2 lits biens mais 1 autre comme dans un placard, petite fenêtre, porte qui ne fermait pas.
negatif	je suis arrivée à midi pour déposer mes bagages, je me suis fais aboyer dessus par le patron( je savais que le check in était pour 14h , je n'ai pas eu le temps de parler) , accueil froid ensuite.
negatif	chambre qui à besoin d'un rafraîchissement.
negatif	il ne mérite pas d’étoiles.
negatif	le petit déjeuner prix exorbitant 24 € le prix d’un déjeuner !
negatif	pas de clim ni ventilateur, nous avons dû laisser la fenêtre ouverte sur la rue très très bruyante!
negatif	nous faisons le velodyssee et il y avait que très peu de place pour les vélos dans le parking sous terrain ... d'ailleurs le lendemain matin, ils avaient été bougés...
negatif	il manque un petit frigidaire pour avoir des boissons fraiches
negatif	place de parking un peu étroite pour grosse voiture mais très pratique
negatif	j'ai demandé de l'aide à celui qui était de permanence, il refusé de changer l ampoule
negatif	2 beaucoup de bruit venant de l'extérieur, en particulier la nuit.
negatif	ecran tv petit.
negatif	l’accueil
negatif	le bruit mais ça ce n'est pas la faute des propriétaires de l'hôtel mais l'insivilité de certaines personnes.....et il ne faut pas oublier que c'est un hôtel pas récent....
negatif	la chambre est plutôt simple et un peu petite, peut-être pas à la hauteur du prix payé mais rien d’autre à redire.
negatif	-les matelas sont durs comme du béton  - les chambres ne sont pas assez insonorisées (on entendez les spectacles de rue jusque environ 23h) - il n'y a pas de rideau de douche dans la baignoire
negatif	le tarif trop élévé du parking
negatif	ce ne sont que des détails mais : -le sèche cheveux est assez lourd (un peu de musculation est à prévoir lorsqu’on a beaucoup de masse à sécher 😅)  -et déçue qu’il n’y ait pas eu de baignoire dans la chambre.
negatif	mauvaise isolation phonique inter chambre et couloir.
negatif	le prix pour le we du 15 août, au vu de celui-ci nous avons pris 1 nuit au lieu de 2 prévues !
negatif	chambre côté rue bruyante (terrasse de café, éboueur, balayeuse..) place de parking adaptée pour petits vehicules
negatif	pas de parking disponible à l hôtel  baignoire non fonctionnelle car difficulté pour fermer la bonde  chambre petite  chasse d eau qui coule sans cesse
negatif	la douche et les sanitaires pourraient être plus modernes.
negatif	il fait tellement de bruit qu'on ne voulait pas s'en servir le soir de peur que malgré l'insonorisation, il s'entende !
negatif	le placard rempli de coussins posés au sol, pas de crochet pour la serviette de toilette
negatif	la place de parking était très petite.
negatif	bruit de la rue terrible et très chaud ds la chambre
negatif	l’aération de la chambre est elle optimisée ?
negatif	bruit dans l’établissement notamment le matin tôt et mauvaise isolation entre les chambres.
negatif	la plus petite salle de bain au monde !
negatif	les oreillers trop durs!
negatif	wc mal fait aussi
negatif	aucun point négatif !
negatif	une douche casi bouché avec le bac a douche qui déborde !
negatif	salle de bain : pas de porte-manteau.
negatif	chambre petite pas de déco mauvaises odeurs dans la salle de bain , salle de bain minimaliste, de l'eau partout quand tu prend la douche, trace de moisissures au plafond.
negatif	il n’y avait pas le poêle à bois que l’on voyait sur les photos ☹️
negatif	malgré tout le quartier est très sympa et bon séjour.
negatif	les salles de bain sans porte je trouve cela dommage pour une question d'intimité...
negatif	insonorisation de la chambre insuffisante, on entend les voisins comme s'ils étaient avec nous
negatif	reservation du parking pas explicite avec booking
negatif	le chauffage de la chambre et de la salle de bain qu'il faut comprendre pour le faire fonctionner, une fiche explicative simple serait la bienvenue !
negatif	et comme il n'y a pas de rideau de douche, vous en mettez partout au sol.
negatif	!!!!!!
negatif	nettoyage des chambres sur demande uniquement.
negatif	pas de climatisation et bruyant si les fenêtres sont ouvertes.
negatif	ce qui pourrait être améliorer : la propreté de la chambre, en effet dès notre arrivée dans la chambre, il y avait un cafard..; de même pour les toilettes et le lavabo qui contenait du calcaire..
negatif	- espace réduit wc / salle de bain - pas assez d'espace de rangement pour les vêtements - carte du restaurant trop réduite
negatif	personnel restauration désagréable.
negatif	l attache de pommeau de douche était cassée.
negatif	mais beaucoup de monde à l’extérieur donc beaucoup de bruit et impossible de dormir sans que les fenêtres ne soient ouvertes car trop chaud dans la chambre pas de ventilateur ni de climatisation.
negatif	pas de climatisation  la douche vraiment petite  pas vraiment à conseiller
negatif	une partie couverte serait la bienvenue
negatif	chambre sur rue un peu bruyante avec la musique du bar qui se trouve sur la placette en face.
negatif	beaucoup trop chaud
negatif	gros problème d'électricité (lumières) et de chauffage collectif dans les 2 chambres réservées.
negatif	problème récurent de cles démagnétisées, premières chambres réservées à un étage sans ascenseur et sans placard pour ranger nos vêtements.
negatif	cependant c'est un point de vigilance que je souhaite souligner sur l'amabilité du personnel du bar, que cela soit pour la clientèle de l'hôtel ou bien pour les extérieurs.
negatif	douche manque de puissance (jet d'eau)
negatif	la douche, un peu petite et pas pratique le rideau de douche
negatif	juste...que nous ne pouvions pas emmener nos chiennes au petit déjeuner...mais, je respecte, qu'il y a des gens qui n'aiment pas la présence d'animaux.
negatif	la chambre insonorisée
negatif	hotel tres bien situé, au centre ville, calme et propre, personnel chaleureux,👍🏼😀 parfait pour les sorties (musées, restaurants, navettes fluviales, les transports... )
negatif	il faisait beaucoup trop chaud dans la chambre, impossible d'ouvrir la fenêtre car beaucoup de bruit jusqu'à plus de 3h du matin
negatif	la literie est de mauvaise qualité.
negatif	le bruit et la nuisance sonnore.
negatif	un espresso offert aurait été le bienvenu.
negatif	odeur en rentrant dans la chambre venant du placard  trou dans drap hygiène salle de bain laisse à désirer petit dejeuner sans jus d'orange par rapport aux autres clients + croissant de la veille certainement
negatif	sauf que situé au vieux port, l'ambiance empêche de dormir .
negatif	l'accueil plutôt moyen, le petit déjeuner basique dans le bar attenant ...
negatif	le seul petit bémol pour nous qui avions notre chambre situé côté rue, la chambre était assez bruyante du fait que nous y avons séjourner un samedi soir.
negatif	"texto, ""si ça ne vous convient pas, adressez vous directement à booking, ils ne sont bons qu à prendre leur com...."
negatif	pomme de douche défectueuse.
negatif	la baignoire aménagée en douche à l'aide d'une paroi vitrée n'est vraiment pas pratique.
negatif	manque de quoi suspendre les serviettes côté salle de bains
negatif	impossible de s'asseoir sur les wc sans que les genoux touchent le mur !
negatif	l’accès à l’hotel
negatif	le parking qui était complet.
negatif	croissants tout dures, fruit pourris l ascenseur et les couloirs dignes d’une prison le fond des toilettes noires = jamais nettoyées coffre-fort pas fixer poussière un peu partout dans la chambre suv pas compatible avec le parking de l’hôtel
negatif	la salle de bain pas de rideau de douche ça pose des problèmes d eau partout  toilette colle à la baignoire bemolpour le manque de stationnement du centre ville très chere
negatif	chambre petite pour le standing et pour le prix.
negatif	petit déjeuner insuffisant en quantité.
negatif	il fallait le demander dans les commentaires, mais il fallait le savoir...
negatif	pas de climatisation.
negatif	une personne de 120kg mesurant 1m90 ne peut tout simplement pas aller aux toilettes
negatif	juste un petit détail, pas de support pour les serviettes de bain
negatif	le respect ne semble pas être le point fort de l'établissement.
negatif	la salle de bain est hors d’âge!
negatif	couvercle de la lunette des toilettes manquante
negatif	la climatisation apparemment récemment changée n'était pas encore ajustable dans chaque chambre.
negatif	les oreillers beaucoup trop durs et non adaptés aux fragilités cervicales
negatif	a grossierete de l accueuil
negatif	les filtres de climatisations très sales baignoire bouchée le premier jour du séjour, je pense qu elle n à paete contrôlée avant notre accès à la chambre
negatif	une suggestion : des patères ds la salle de bain pour pendre les serviettes
negatif	mais à signaler
negatif	confort un peu juste
negatif	le bac à douche, il y avait de l’eau partout dans la salle de bain
negatif	des échantillons coutent pas trop chers.
negatif	hôtel vieux, pas très confortable.
negatif	quelques parterres suplementaires dans la salle de bain
negatif	le personnel est désagréable.
negatif	résultat tout le monde a fait casi nuit blanche.
negatif	cher.
negatif	rien de négatif
negatif	impossible de se connecter à mon environnement professionnel petit-déjeuner : jus d'orange au lieu d'un fruit frais, absence de laitage
negatif	la qualité des serviettes de toilette  le manque de cintres  l’isolation
negatif	c'est d'autant plus dommage qu'il n'y a pas de tapis de douche fourni.
negatif	aucune des deux femmes de l’accueil ne nous a accompagnés aux chambres.
negatif	lavabo moderne mais peu pratique car on ne peut pas le fermer pour laver de petits effets;la télécommande de la télé moderne aussi mais peu pratique pour changer de chaînes ou de tonalité;le modernisme c'est bien mais l'aspect pratique compte aussi;il aurait été bien de mettre un peu de chauffage dans la chambre car avec le vent qui passait sous la fenêtre j'avais un peu froid et mes animaux aussi, surtout la nuit;l 'environnement de l'hôtel car beaucoup de sans-abris avinés aux abords de l'hôtel avec de gros chiens en liberté ; désagréable quand on rentre tard le soir car on ne se sent pas en sécurité vu que l'hôtel se trouve dans une petite rue déserte
negatif	le petit déjeuner qui propose peu de choix
negatif	salle de bain exiguë, mal agencée.
negatif	salle de bain minuscule
negatif	il faisait très chaud dans la chambre (chauffage alors qu'il faisait 20°c dehors) et nous n'avions pas de débit d'eau pour la douche...
negatif	remarque d'un membre du personnel pas indispensable
negatif	très bon petit déjeuner mais le tarif reste élevé.
negatif	parking peu spacieux et payant à la journée pour les clients de l’hôtel…
negatif	manque de rangement et sèche serviette dans la salle de bain.
negatif	salle de bain minuscule fuite d'eau  manque de climatisation  abat jour de lampe au dessus du lit absente
negatif	bien penser à éteindre la climatisation avant de s'endormir !
negatif	la tapisserie se décolle.
negatif	la chambre que j'ai eu côté rue est un peu bruyante, mais l'hôtel ni peut pas grande à part choisir les meilleures fenêtres sur le marché ;)
negatif	le manque de clim dans la chambre il fesait une chaleur étouffante.
negatif	que le lavabo soit installé... dans l'entrée de la chambre !
negatif	hotel sur le port, proche des bars et donc trop bruyant la nuit impossible de dormir
negatif	bruyant (mais vu l’emplacement, c’est normal et prévisible, on ne peut pas tout avoir !
negatif	la taille de la salle bain minuscule et les serviettes qui n'étaient pas assez grandes, pas très douces.
negatif	moucherons dans la chambre  aucun dialogue possible avec le personnel pour rester 1h de plus dans la chambre le jour du départ
negatif	les place de parking privé son trop petit
negatif	manque d'accessoires...
negatif	l'accueil quand on arrive en avance ( absence de consigne ou possibilité de laisser ses bagages ) l'absence de masque des salariés au bar (parfois) et les masques mal portés dans la salle et en cuisine ( toujours )
negatif	plateau bar ,,,
negatif	manque un mini frigo dans la chambre
negatif	chambre avec des moisissures avec des trous dans les murs.
negatif	douche petite, avec peu de pente , facilement inondable cette salle de bain
negatif	il n'y a aucun porte manteau, ni dans la chambre ni dans la salle de bains.
negatif	accueil très glacial, insonorisation entre le chambre et extérieur, pas de climatisation, papier patient qui se décolle, livré à nous meme, personnel non accueillant et se contredisent eux même
negatif	le bruit dans la rue la nuit .
negatif	l'humidité dans la chambre , la douche sans aucune pression
negatif	amabilité du personnel
negatif	hôtel un peu vieillot.
negatif	les deux lits en sont pas prévus pour cette chambre car un lit bloque un battant de la fenêtre.
negatif	oreillers très durs!
negatif	bel établissement, très bien situé proximité d'une très jolie place et du port de plaisance .
negatif	leur mesures ant covid : pas de ménage.
negatif	la salle de bain et les toilettes méritent quelques travaux de rénovation, même si elles restent parfaitement utilisables manque d'insonorisation entre les différentes chambres
negatif	l'isolation des chambres... (j'entendais mon voisin ronfler...)
negatif	manque de climatisation ou ne serait ce qu'un ventilateur car très chaud dans la chambre.
negatif	les odeurs
negatif	un peu bruyant le soir .
negatif	il y avait plus de gel douche dans la douche à mon arrivée.
negatif	accueil chambre non climatisée et bruit dans la rue salle de bain pas terrible entretien complet a refaire  pas d'accueil vélo pas de réponse au téléphone 😔
negatif	nous avons choisi l'hôtel de la tour en face pour la suite...
negatif	la salle de bain un peu vaituste
negatif	lorsque nous sommes arrivés, il n'y avait personne pour s'occuper de nous
negatif	le petit déjeuné en supplément (8,1€), ce n’est pas le fait qu’il soit en supplément quand on voit le prix de la nuit.
negatif	salle d'eau étouffante et exiguë.
negatif	malgré des fenêtres performantes en isolation accoustique, en pleine canicule, impossible de dormir les fenêtres ouvertes à cause du bruit de la rue tard le soir.
negatif	dans ma chambre il y avait une porte qui se fermait systématiquement.
negatif	peu de rangements dans la chambre et la salle de bains pour une chambre pour 3 personners .
negatif	la vue sur les toit pas génial avec un roulement de machines continue.
negatif	le sol collant dans la chambre et salle de bain, mauvaise odeur dans la salle de bain.
negatif	nous n’avons pas apprécié qu’on nous fasse payer un petit déjeuner que nous n’avons pas pris… certes nous avions réservé pour, mais le manque de temps ne nous a pas permis de prendre le petit déjeuner !
negatif	lit un peu trop souple et oreillers trop ferme
negatif	la douche.
negatif	l’eau de la douche à peine tiède
negatif	?ah mais avant 14h c est pas possible..bref du coup pas envie de depenser plus dans l etablissement.
negatif	rien de particulier..
negatif	ventilation bruyante.
negatif	impossible d'ouvrir la fenêtre la nuit à cause justement de son bel emplacement plébiscité par les oiseaux de nuit indélicats.
negatif	pas de clim dans la chambre, drap déchiré,
negatif	pour le reste c’est spartiate au possible : matelas dur (j’ai super bien dormi mais ma compagne s’est réveillée avec un mal de dos) une inondation à chaque douche, pas de café du matin ou tisane du soir, si tu veux te laver les mains, rends toi à coté de la baignoire au distributeur de mousse.
negatif	pas de séparation salle de bain/douche/chambre.
negatif	le petit déjeuner: du jus de fruit pressé aurait été apprécié ainsi que du lait végétal pour les vegans.
negatif	le lavabo dans l'entrée de la chambre la télécommande minimaliste (notamment pour hausser le volume du son !
negatif	la baignoire sans pare baignoire donc de l'eau partout.
negatif	salle de bain tres vétuste.
negatif	l’hôtel est vieux et pas entretenu.
negatif	impossible de dormir à cause du manque d'insonorisation des chambres et des voisins de chambres qui étaient extrêmement bruyants : tv à fond, dispute à 3h du matin.
negatif	le seul petit bémol, déjeuner très léger et limité, dommage maintenant il n'est pas chère.
negatif	le soir, nous souhaitions prendre un café en terrasse, le jeune homme nous a répondu comme si nous étions des abrutis demandant la lune.
negatif	l’obligation de laisser le double vitrage ouvert pour avoir de la fraîcheur et du coup beaucoup de bruits
negatif	impossible de laisser les bagages lors du check in
negatif	c'est la première fois que nous avons le sentiment que nous sommes des clients de seconde zone car passés par booking.
negatif	difficile de s’endormir.
negatif	une penderie trop basse.est un accroche serviette plus près de la douche.
negatif	la chaleur épouvantable et non modifiable dans notre chambre .
negatif	literie très confortable.
negatif	le bruit constant des fêtards la nuit, les cris, pas d’air climatisé alors obligéeb d’ouvtir la fenêtre
negatif	le petit déjeuner pourrait être amélioré.
negatif	chambre située côté rue donnant sur une place avec bars et restaurants....très bruyant le weekend .. jusqu'à 2h du matin
negatif	peu d'informations données concernant l'accès au parking  il faut poser les questions pour comprendre le fonctionnement et difficultes pour y accéder la nuit comme tenu du fonctionnement de la ville et des travaux un plan d accès serait le bienvenu  par ailleurs concernant le ménage des chambres nous sommes restés 4 nuits et n'avons pas demandé le nettoyage journellement mais donner les rouleaux de papier toilette aux clients à la reception moyen pour un 3 étoiles
negatif	difficultés à stationner à proximité de l’hôtel
negatif	le balai pour les toilettes n'était pas très propre
negatif	exiguité de la salle de bain étroite.
negatif	rien du tout
negatif	il est urgent et nécessaire d'investir dans un système d'aération, de ventilation digne de ce nom.
negatif	les places de parking sont un peu étroites.
negatif	bruits des portes à la fermeture lorsque les clients entrent dans leurs chambres
negatif	néon défectueux dans la salle de bain.
negatif	notre chambre donnait sur une petite place charmante avec des terrasses de restaurants et de cafés; beaucoup de charme; mais le café est resté ouvert jusqu'à 2 heures du matin le samedi, ce qui est autorisé!
negatif	l’aération est insuffisante, il fait trop chaud dans la chambre
negatif	la cuvette des toilettes qui fuit,et une serviette pour éponger l'eau qui coule.
negatif	nuit blanche pour nous (enfants et adultes).
negatif	l'intérieur des chambres ( équivalent à un ibis) petit déjeuner ( beau décor avec verrière mais impression de self service , tables les unes sur les autres )
negatif	mais c’est de ma faute, j’aurai sans doute dû le demander.
negatif	attention, l'hôtel est en travaux et ce n'est pas mentionné lors de la réservation!
negatif	la chaleur sans ventilo c’est et l’odeur de la salle de bain
negatif	avoir un véritable jus d'oranges pressées !
negatif	deux lits simples et non un lit double.
negatif	sinon, rien à dire.
negatif	un coup de rafraîchissement serait le bienvenue.
negatif	salle de douche très petite avec rideaux.
negatif	accueil
negatif	8 h !
negatif	bruit de la vmc dans la chambre
negatif	ménage plus que limite, 1 brosse à dent d1 précédent voyageur était même encore sous le meuble de la salle de bain ...
negatif	petit déjeuner
negatif	les toilettes , trop près du mur.
negatif	la chambre était assez classique mais très confortable
negatif	un patron extrêmement désagréable.
negatif	petit déjeuner à améliorer du point de vue qualité des produits.
negatif	il ne manquait peut être qu'un frigo mais cette année vu les températures ça ne nous a pas manquer
negatif	parking trop étroit et accès difficile
negatif	sdb un peu petite  1 femme de l’accueil assez désagréable sinon tous les autres au top
negatif	pas grand chose sinon la chambre légèrement étroite.
negatif	il faisait frais voir même froid dans la salle des pdj.... ou se trouve des portes de sorties utilisées sans arrêt.
negatif	la chambre est pas très bien isolée malgré les doubles fenêtres...la chambre est donc légèrement bruyante.
negatif	tout est vieillot!
negatif	pas d application, tout etait au top.
negatif	stationnement difficile dans les rues autour de l’hôtel  pas de vérification lors des consommations : on voulait nous faire payer une conso d’une autre personne.
negatif	chambre donnant sur l'écluse... qui malheureusement génère un bruit sourd et continuel tout le temps du jusant !
negatif	l' entretien de la chambre et le change du linge de toilette en dessous de nos attentes.
negatif	chambre un peu petite
negatif	chambre pas assez chaude
negatif	l'accueil du soir pas très aimable
negatif	manque de parking
negatif	rideau de douche qui n'est pas efficace
negatif	manque de stylo et carnet dans la chambre.
negatif	hôtel basique sans grand intérêt
negatif	pas de borne de recharge dans parking.
negatif	même si notre chambre est spacieuse et plutôt propre, il n'en demeure pas moins qu'il manque cruellement d'air et de fraîcheur.
negatif	le petit déj est petit par rapport au prix
negatif	petit déjeuner pas assez copieux
negatif	rien tout était parfait.
negatif	petits déjeuners chers pour contenu ( pas de buffet)
negatif	sans objet
negatif	difficultés à l'ouvrir la porte de la chambre très lourde
negatif	même si c'est un choix lié aux mesures covid, ce n'est pas l'idéal.
negatif	un peu plus de choix
negatif	cependant, impossible d'activer le chauffage (on a essayé à de multiples reprises), et même en tentant de s'adresser à un membre du personnel, rien n'a changé.
negatif	la personne qui a bougé les meubles de la chambre une partie de la nuit à l'étage au-dessus...
negatif	personnel très accueillant et très disponible.
negatif	barre de douche qui tombe souvent, système à changer.
negatif	nous avons mal dormi
negatif	le service de l'accueil est pour moi un peu léger, pas d'accompagnement à la chambre d'autant que les ascenseurs ne fonctionnaient pas et la signalétique incomplète.
negatif	du bruit le matin
negatif	la chambre mansardée ce qui limitait l'accès, au plus d'1m80.
negatif	de plus pas d isolation avec la salle de bain mitoyenne.
negatif	la salle de bain mais pour 1 nuit ce n’était pas gênant
negatif	les oreillers bien trop gros et haut.
negatif	pas de place pour s'asseoir au wc.
negatif	problème de pression d'eau dans la douche : eau froide pression, eau chaude pas de pression.
negatif	matelas très dur compliqué de trouver le sommeil, voir intensité des éclairages
negatif	étonnant...
negatif	c'est léger.
negatif	le personnel n est pas du tout accueillant voir désagréable et peu serviable.
negatif	pas de distributeur de gel douche.
negatif	hôtel très bien situé dans le centre-ville de la rochelle
negatif	hôtel vétuste.
negatif	le personnel nous dis qu'il va regarder et au final rien n'a été fait et nous dit que c'est le weekend et qu'il faut être compréhensif... ben nous avons payé donc non je suis pas compréhensif, c'est pas mon problème !
negatif	le petit déjeuner avec un peu plus de choix
negatif	et le lit étant proche de la fenêtre, difficulté à l'ouvrir complètement.
negatif	j entendais même les gouttes d eau s évacuer de la douche...
negatif	place de parking petite
negatif	salle de bains pas assez de place  trop de bruit la nuit dans la rue mois jusqu'à 3h 4h du matin
negatif	filet d’eau à la douchette de la baignoire et protection vitrée insuffisante.
negatif	légère négligence des ouvrages et finitions (peintures, joints, plomberie).
negatif	manque de miroir, poubelle, prises pas de choix au petit-déjeuner trop chaud dans la chambre déjà en mai.
negatif	les photos ne correspondent pas à la réalité !
negatif	nous n’avons rien a reproché
negatif	un peu bruyant coté rue
negatif	rien super
negatif	elle etait lourde.
negatif	pas très bonne isolation entre les chambres  le bon emplacement peut etre aussi un inconvénient au moment de la sortie des bars à 2h...
negatif	il n'y a rien que je n'ai pas apprécié.
negatif	les fenêtres n isolent pas du bruit.
negatif	salle de bain sans aucun crochet pour pendre les linges de bain.
negatif	l'insonorisation entre les chambres le surchauffage
negatif	odeur d'humidité dans la salle de bain
negatif	odeur de canalisations dans les sanitaires de la chambre familiale.
negatif	après le bruit extérieur finalement ne dérange pas trop car les fenêtres sont en double vitrage et puis on se doute bien que vu l’emplacement en plein mois d’août ça ne peut pas être tranquille.
negatif	une climatisation dans la chambre serait la bienvenue.
negatif	réveil de bonne à cause de travaux a proximité
negatif	pas de rangement pas de savon ni gel douche devoir aller aux toilettes en biais car vos genoux touchent la porte.
negatif	un simple signalement à la réception et le problème a été réglé aussitôt.
negatif	la tapisserie escalier du 3eme etage
negatif	problème lors de la douche l eau coule à l extérieur de la douche et mouile le sol en arrivant ce qui peut entraîner une chute
negatif	prix du petit déjeuner un peu excessif .
negatif	l emplacement du au centre-ville, malgré les 3 vitres , pas insonorisées avec les autre chambres , la vétusté du lieu , pas d entretien, correspond au prix
negatif	odeur désagréable, joints douteux dans la douche.
negatif	organisation covid repas pris à l hotel : en arrivant à 11h le personnel de la reception ne nous a pas bien renseigné : reservation de repas qui aurait pu etre prise des notre arrivée, quand nous avons reserve vers 16h30 les desserts des repas proposés n'étaient plus disponibles, de même le bar propose peu de choix, plus de cacahuettes à 19 heures ( ça peut se prevoir) préparation des plateaux du petit dejeuner pas assez claire puisque notre demande pour 2 s'est résumée à un plateau pour 1....donc pre ci sez des que possible ce que vous voulez !
negatif	manque un parking
negatif	rien à signaler
negatif	il faudrait juste quelque chose pour la laisser ouverte
negatif	bruit.
negatif	l hôtel était fermé j attends mon remboursement !
negatif	les réflexions très désagréables du propriétaire.
negatif	très très très bruyant aucune insonorisation
negatif	les marteaux piqueurs vous réveillent à 8h du matin et le bruit continue jusqu'à 17h!
negatif	manque pression pour se doucher.
negatif	il faisait trop chaud dans la chambre
negatif	c'était tellement écologique que le premier jour la femme de ménage avait fait à peine la chambre.
negatif	le tarif a pris environ 30 € par rapport à d’autres dates.
negatif	difficulté d'accès en véhicule.
negatif	très peu de pression à la douche.
negatif	aucune armoire dans la chambre et mur trop fins (on entendait la chambre d'à côté tirer les rideaux...)
negatif	clim hs c est un détail mais reservoir à savon vide pour se laver les mains.
negatif	la moquette de la chambre qu à une petite odeur
negatif	le menu proposé par un restaurant extérieur n est pas d un bon rapport qualité/prix
negatif	aucun point négatif à signaler
negatif	la restauration que propose l’hôtel est vraiment à fuir!
negatif	ne tenant pas.
negatif	le parking
negatif	*manque de finition de propreté s. de bain / wc (charnières de porte crasseuse très visible quand on est sur les toilettes (pardon du détail) , support de rouleaux... poussiéreux ) et table extérieur avec miettes de croissants et auréoles de verre laissés par les clients précédant)  *produits d’accueil insuffisant pour 3 personnes
negatif	absence plateau boissons chaudes.
negatif	bruit dans la rue entendu dans la chambre.
negatif	le rideau de douche n’est pas pratique
negatif	les places de parking ne sont pas très grande........mais elles ont le mérite d'exister
negatif	insonorisation, on entend les gens dans le couloir comme s'ils étaient dans la chambre.
negatif	aucun échantillon (shampooing ...).
negatif	difficile à touver
negatif	déco de la chambre désuéte.
negatif	la salle de bain vraiment sommaire et très petite.
negatif	a mon goût, j aurai bien apprécié une bouilloire.
negatif	la rue est très bruyante, (ce n 'est pas la faute de l hôtel), on ne peut dormir les fenêtres ouvertes, donc, sans clim, le confort de la chambre est nettement réduit.
negatif	question de principe...
negatif	pour une nuit ce n’est peut être pas utile pour cinq nuits, pas agréable.
negatif	rien à redire
negatif	le bruit dehors mais ça l'hôtel n'y peut absolument rien et des doubles fenêtres sont même prévues.
negatif	attention si on ne trouve plus ces prestations dans un hôtel alors on va dans un arbnb.
negatif	très chaud dans la chambre + beaucoup de bruit (mauvaise isolation phonique, on étendait les voisins de chambre parler comme s'ils étaient dans notre chambre).
negatif	la taille de la salle de bain, très très petite.
negatif	les deux oreillers proposés sont très épais et durs (c’est très personnel comme goût je le reconnais).
negatif	accueil état des lieux
negatif	la douche peu confortable et vieillotte.
negatif	une chambre cosy supérieur qui n’a rien de plus qu’une chambre lambda
negatif	prix du parking un peu cher et difficil à manœuvrer.
negatif	un personnel limite aimable à l arrivée .
negatif	son plus gros avantage est aussi son inconvénient: sa localisation fait qu'il y a pas mal de bruit autour, surtout le weekend.
negatif	le patron enguirlandais des touristes qui s'abritaient de la pluie sous son auvent.
negatif	pas grand chose
negatif	le rideaux de douche qui ne permettait pas d empêcher d inonder la salle d eau  ok
negatif	à l’extérieur fatigant.
negatif	finalement 8h30 le lendemain matin !
negatif	vitres sales!
negatif	la douche ne tenait pas accrochée.
negatif	il semble qu’il y ait eu des travaux mais les finitions ne sont pas là : traces de trous bouchés sans peinture, peinture écaillée sur plinthes, bouton poussoir des wc qui ne correspond pas au toilettes (juste posé, impossible de le visser car non compatible), aucune patère pour accrocher les serviettes, savon moussant uniquement dans la baignoire, baignoire sans pare-baignoire et un seul petit tapis de douche pour toute la sdb.
negatif	place de parking trop petite  manque de pression dans la douche 🚿
negatif	ce qui n’était pas précisé sur le site.
negatif	juste une information : sèche cheveux avec un bruit bizarre…
negatif	pas assez d'insonorisation
negatif	les portes de couloirs ne peuvent se fermer qu'en claquant fort…  notre chasse d'eau de toilettes a été déréglée pendant presque tout notre séjour…
negatif	manque de lumière dans le couloir qui conduit aux chambres
negatif	la douche, le matériel est un peu vétuste et le débit de l eau faible.
negatif	le petit déjeuner.. l idée d un buffet pour le prix serait l idéal.
negatif	manque portes seviettes.
negatif	un peu cher tout de même.
negatif	la moquette dans la chambre
negatif	les places de parking trop  étroites
negatif	décoration de la chambre qui ne correspond absolument pas aux photos (couleurs horribles, tâches sur les murs ainsi qu'au plafond).
negatif	un bruit de moteur continu (ventilation garage?
negatif	le petit déjeuner passable .
negatif	bruyant même en pleine nuit en semaine
negatif	les chambres sont petites.
negatif	l'hôtel n'est pas propre et très ancien.
negatif	la douche sur la baignoire était un peu un peu vétuste.
negatif	(en revanche, la dame qui nous a servi le petit déjeuner le matin était très souriante et à nos petits soin ça contraste vraiment avec ses collègues, c’était chouette !
negatif	*le manque de place de parking attitré manquant par rapport au nombre de chambres de l'hôtel,  *(vérifier sdb de la chambre 501)
negatif	situé dans le centre ville mais extrêmement bruyant toute la nuit.
negatif	excellentes prestations.
negatif	il manque une porte entre l'entrée/salle de bain et la chambre.
negatif	baignoire très sale.
negatif	l isolation phonique
negatif	impossibilité de fermer les volets ( chambre avec balcon au 1er etage possédant des volets à lamelles dont ajourés), ce qui nous aurait permis d'aérer la chambre et de la rafraîchir le soir, pendant que nous étions sortis.
negatif	l accueil
negatif	un bémol sur le petit déjeuner et particulièrement la viennoiserie qui  était rassis et le pain un peu dur, le reste restant correct
negatif	aucun accueil ou signe de bienvenue.
